Pseudomonas_stutzeri_DSM_10701 1
Pseudomonas_stutzeri_DSM_4166 3
Pseudomonas_stutzeri_RCH2 2
Pseudomonas_syringae_pv._syringae_B64 6
Pseudonocardia_dioxanivorans_CB1190 5
Pseudothermotoga_hypogea_DSM_11164 1
Pseudoxanthomonas_suwonensis_11-1 2
Psychrobacter_cryohalolentis_K5 2
Psychrobacter_sp._PRwf-1 8
Pyrococcus_sp._NA2 1
Rahnella_aquatilis_HX2 7
Rahnella_sp._Y9602 11
Ralstonia_eutropha_H16 5
Ralstonia_pickettii_12D 6
Ralstonia_pickettii_12J 7
Ralstonia_pickettii_DTP0602 5
Ralstonia_solanacearum_CFBP2957 4
Ralstonia_solanacearum_CMR15 10
Ralstonia_solanacearum_GMI1000 11
Ralstonia_solanacearum_PSI07 5
Ralstonia_solanacearum_Po82 7
Raoultella_ornithinolytica_B6 5
Rhizobium_etli_CFN_42 10
Rhizobium_etli_CIAT_652 4
Rhizobium_etli_bv._mimosae_str._IE4771 5
Rhizobium_etli_bv._mimosae_str._Mim1 6
Rhizobium_leguminosarum_bv._trifolii_CB782 6
Rhizobium_leguminosarum_bv._trifolii_WSM1325 7
Rhizobium_leguminosarum_bv._trifolii_WSM1689 5
Rhizobium_leguminosarum_bv._trifolii_WSM2304 5
Rhizobium_leguminosarum_bv._viciae_3841 9
Rhizobium_tropici_CIAT_899 10
Rhodobacter_capsulatus_SB_1003 7
Rhodobacter_sphaeroides_2.4.1 12
Rhodobacter_sphaeroides_ATCC_17025 15
Rhodobacter_sphaeroides_ATCC_17029 8
Rhodobacter_sphaeroides_KD131 9
Rhodococcus_aetherivorans 2
Rhodococcus_erythropolis_CCM2595 0
Rhodococcus_jostii_RHA1 5
Rhodococcus_opacus_B4 6
Rhodococcus_opacus_PD630 0
Rhodopseudomonas_palustris_BisA53 3
Rhodopseudomonas_palustris_BisB18 3
Rhodopseudomonas_palustris_BisB5 2
Rhodopseudomonas_palustris_CGA009 1
Rhodopseudomonas_palustris_DX-1 5
Riemerella_anatipestifer_RA-CH-1 3
Rivularia_sp._PCC_7116 6
Rubrobacter_radiotolerans 1
Rubrobacter_xylanophilus_DSM_9941 5
Ruminiclostridium_thermocellum_ATCC_27405 13
Ruminococcus_albus_7 9
Ruminococcus_bicirculans 6
Saccharopolyspora_erythraea_NRRL_2338 7
Saccharothrix_espanaensis_DSM_44229 6
Salinispora_arenicola_CNS-205 4
Salinispora_tropica_CNB-440 2
Salmonella_enterica_subsp._enterica_serova 10
Serratia_liquefaciens_ATCC_27592 7
Serratia_marcescens_WW4 3
Serratia_marcescens_subsp._marcescens_Db11 2
Serratia_plymuthica_AS9 6
Serratia_plymuthica_S13 3
Serratia_proteamaculans_568 7
Shewanella_amazonensis_SB2B 4
Shewanella_oneidensis_MR-1 20
Shewanella_putrefaciens_CN-32 5
Shigella_boydii_Sb227 18
Singulisphaera_acidiphila_DSM_18658 13
Sinorhizobium_fredii_HH103 14
Sinorhizobium_fredii_USDA_257 9
Sinorhizobium_meliloti_AK83 13
Sinorhizobium_meliloti_BL225C 9
Sinorhizobium_meliloti_GR4 6
Sinorhizobium_meliloti_Rm41 7
Sinorhizobium_meliloti_SM11 13
Solibacillus_silvestris_StLB046 4
Solitalea_canadensis_DSM_3403 2
Sorangium_cellulosum_So0157-2 3
Sorangium_cellulosum_So_ce56 2
Sphingobium_chlorophenolicum_L-1 2
Sphingobium_japonicum_UT26S 4
Sphingobium_sp._SYK-6 5
